time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
6224.151972	31.086020	0.009292	3.345466	163
6225.215858	31.331146	0.009366	3.345168	164
6226.249308	31.285706	0.009352	3.345387	165
6227.311119	31.267349	0.009348	3.344831	166
6228.338733	31.264389	0.009347	3.344753	167
6229.403573	31.283583	0.009353	3.344748	168
6230.432632	31.351553	0.009373	3.345030	169
6231.496802	31.306183	0.009358	3.345513	170
6232.525359	31.295824	0.009355	3.345413	171
6233.590358	31.286776	0.009351	3.345650	172
6234.618375	31.264339	0.009346	3.345318	173
6235.682600	31.259638	0.009346	3.344831	174
6236.712246	31.342722	0.009369	3.345258	175
6237.777617	31.266291	0.009347	3.345146	176
6238.806411	31.350920	0.009371	3.345535	177
6239.872593	31.288839	0.009353	3.345161	178
6240.897546	31.321571	0.009362	3.345488	179
6241.962681	31.341028	0.009368	3.345419	180
6242.996516	31.251368	0.009343	3.344828	181
6244.059254	31.259605	0.009344	3.345446	182
6245.085464	31.277584	0.009349	3.345555	183
6246.151700	31.303822	0.009358	3.345175	184
6247.179358	31.270632	0.009349	3.344977	185
6248.247168	31.276588	0.009350	3.345110	186
6249.273794	31.302305	0.009358	3.345105	187
6250.338556	31.323816	0.009364	3.345104	188
6251.367780	31.290054	0.009353	3.345294	189
6252.432367	31.335360	0.009368	3.345051	190
6253.459950	31.208229	0.009331	3.344732	191
6254.525819	31.200993	0.009328	3.344811	192
6255.553841	31.325991	0.009366	3.344538	193
6256.617819	31.254398	0.009344	3.344848	194
6257.645644	31.267969	0.009348	3.345034	195
6258.711637	31.338072	0.009370	3.344404	196
6259.739509	31.325764	0.009366	3.344618	197
6260.805517	31.338547	0.009369	3.345009	198
6261.832725	31.247992	0.009341	3.345079	199
6262.900795	31.289129	0.009353	3.345221	200
6263.928750	31.289749	0.009353	3.345344	201
6264.992162	31.265285	0.009347	3.345014	202
6266.019609	31.306372	0.009359	3.345055	203
6267.090755	31.230549	0.009335	3.345462	204
6268.114237	31.293112	0.009354	3.345418	205
6269.179650	31.366604	0.009376	3.345370	206
6270.207499	31.287558	0.009353	3.345262	207
6271.273314	31.266933	0.009348	3.344895	208
6272.299771	31.329529	0.009367	3.344729	209
6273.367156	31.327372	0.009366	3.344923	210
6274.394090	31.341694	0.009370	3.344727	211
6275.458211	31.262558	0.009347	3.344722	212
6276.488980	31.284529	0.009353	3.344916	213
6277.553393	31.286339	0.009355	3.344482	214
6278.580411	31.356691	0.009376	3.344534	215
6279.646416	31.240654	0.009340	3.344995	216
6280.674246	31.457615	0.009403	3.345518	217
6281.740020	31.301325	0.009358	3.344845	218
6282.768272	31.250586	0.009342	3.345131	219
